W,R,AB,H,doubles,triples,HR,BB,SO,SB,CS,RA,ER,CG,IPouts,HA,HRA,BBA,SOA,E,DP,FP,attendance,singles,OBP,net_points
92,713,5554,1464,286,29,155,428,940.0,96.0,37.0,643,598,4,4373,1311,165,555,1132,90,134.0,0.985,3131255.0,994,0.3162821798729522,70
94,768,5582,1518,348,36,167,472,1089.0,79.0,62.0,712,662,8,4334,1454,184,439,1026,74,124.0,0.987,1924473.0,967,0.32870829203832175,56
103,897,5601,1540,314,12,223,640,1171.0,100.0,38.0,697,625,9,4356,1441,144,403,1135,127,117.0,0.9790000000000001,3465807.0,991,0.34930299631469314,200
75,690,5496,1409,238,22,160,486,1044.0,87.0,42.0,703,624,9,4328,1408,163,543,1107,144,138.0,0.976,2804838.0,989,0.3167836843864928,-13
103,800,5558,1450,279,28,205,609,1008.0,46.0,20.0,654,593,9,4356,1391,135,474,1021,102,144.0,0.9840000000000001,2169811.0,938,0.33387384465704556,146
80,710,5523,1428,325,41,165,640,1095.0,104.0,43.0,724,671,5,4349,1381,153,570,1075,88,156.0,0.986,1618467.0,897,0.3355508680837255,-14
72,641,5330,1300,263,20,142,537,1109.0,86.0,49.0,730,664,2,4238,1447,163,572,920,115,177.0,0.982,1784988.0,875,0.313107209817624,-89
66,662,5515,1393,243,29,136,547,1062.0,71.0,44.0,815,737,5,4309,1522,177,582,1108,128,162.0,0.9790000000000001,2220601.0,985,0.32002639392939625,-153
93,814,5569,1531,285,31,152,629,1003.0,137.0,58.0,699,654,8,4336,1422,178,441,1063,88,134.0,0.985,3542938.0,1063,0.34849951597289447,115
95,783,5497,1465,300,35,198,616,961.0,74.0,21.0,616,566,10,4312,1349,116,523,992,90,166.0,0.985,3253203.0,932,0.34042205136594145,167
97,787,5505,1475,285,26,175,542,927.0,86.0,42.0,648,595,4,4339,1355,141,547,1009,103,168.0,0.983,3011756.0,989,0.3335538283446337,139
72,843,5618,1510,304,27,230,554,1055.0,62.0,34.0,882,824,4,4319,1528,194,669,1030,99,152.0,0.9840000000000001,2352397.0,949,0.33441348023331174,-39
78,813,5581,1457,305,38,187,522,1142.0,71.0,18.0,828,767,6,4315,1504,177,590,991,107,159.0,0.982,1637900.0,927,0.3242667540553826,-15
101,907,5670,1608,321,31,235,545,933.0,68.0,22.0,740,663,4,4369,1425,147,555,992,121,166.0,0.981,2401084.0,1021,0.34641995172968626,167
71,743,5665,1516,277,24,152,431,902.0,89.0,36.0,820,767,9,4349,1579,198,526,981,105,164.0,0.983,2454523.0,1063,0.31938976377952755,-77
95,961,5769,1667,371,40,238,620,943.0,88.0,35.0,809,729,5,4394,1503,153,488,1141,113,130.0,0.982,2724165.0,1018,0.3579589920175301,152
86,791,5487,1445,303,19,220,519,916.0,77.0,29.0,715,663,12,4293,1364,162,518,1056,93,154.0,0.9840000000000001,1939524.0,903,0.327006327006327,76
88,724,5519,1431,302,24,172,492,1158.0,73.0,31.0,683,619,13,4369,1304,143,617,1404,106,157.0,0.983,2962630.0,933,0.319913491931459,41
69,694,5509,1349,239,21,182,524,1326.0,80.0,34.0,886,818,4,4339,1578,209,590,932,141,152.0,0.977,2355259.0,907,0.310459141389027,-192
68,699,5572,1413,296,26,158,466,1062.0,86.0,61.0,778,682,5,4378,1477,179,501,943,126,178.0,0.98,1730002.0,933,0.3111957601854919,-79
43,591,5466,1312,201,39,153,443,1099.0,98.0,63.0,928,847,3,4316,1616,195,557,764,138,194.0,0.978,1368245.0,919,0.29700456930106617,-337
87,805,5583,1466,308,30,191,557,1021.0,66.0,30.0,677,622,1,4350,1350,161,565,1139,95,149.0,0.985,2454241.0,937,0.32947882736156353,128
83,836,5568,1526,288,39,162,476,926.0,120.0,42.0,867,808,7,4316,1569,190,566,865,108,143.0,0.982,1779895.0,1037,0.3312375909993382,-31
85,574,5458,1328,260,25,124,407,985.0,80.0,36.0,556,511,3,4373,1254,127,526,1289,119,164.0,0.981,3138626.0,919,0.2958226768968457,18
90,801,5655,1567,318,45,155,512,1027.0,94.0,44.0,758,716,7,4386,1526,187,402,997,87,114.0,0.985,1946011.0,1049,0.337116912599319,43
101,877,5605,1518,304,14,230,684,1042.0,98.0,33.0,716,653,8,4386,1512,145,375,1119,114,126.0,0.981,3465600.0,970,0.3501351566226745,161
66,642,5341,1317,262,24,124,489,1035.0,70.0,31.0,754,704,3,4240,1497,168,576,907,118,158.0,0.98,2140599.0,907,0.3097770154373928,-112
96,768,5497,1398,317,24,176,556,898.0,48.0,14.0,643,582,16,4325,1336,140,499,1018,107,145.0,0.983,2216596.0,881,0.32281513299190484,125
86,791,5543,1448,325,27,166,651,1155.0,72.0,29.0,697,648,9,4331,1386,142,536,1060,97,146.0,0.9840000000000001,2259948.0,930,0.3388763319341298,94
75,753,5581,1492,275,45,163,529,1049.0,86.0,37.0,801,744,7,4333,1527,178,502,926,123,159.0,0.98,1636751.0,1009,0.33076923076923076,-48
64,678,5531,1442,257,32,128,565,1073.0,76.0,39.0,831,774,2,4294,1458,208,611,1091,102,141.0,0.983,2030084.0,1025,0.32923228346456695,-153
93,795,5561,1509,290,33,139,586,989.0,108.0,37.0,637,602,8,4323,1340,173,466,1001,65,159.0,0.9890000000000001,3268509.0,1047,0.34081665853261756,158
100,755,5456,1440,281,29,180,593,980.0,53.0,37.0,638,595,7,4312,1349,136,546,1006,80,163.0,0.987,3264898.0,950,0.33608860968755166,117
85,876,5672,1580,342,32,196,580,952.0,82.0,32.0,796,748,9,4391,1544,210,508,969,77,138.0,0.987,2910386.0,1010,0.345489443378119,80
71,826,5664,1506,274,36,239,488,1052.0,65.0,25.0,969,903,4,4300,1625,208,603,1009,94,168.0,0.985,2094394.0,957,0.3241222366710013,-143
86,894,5661,1580,357,33,190,546,1081.0,37.0,25.0,826,748,14,4305,1560,184,485,984,117,161.0,0.981,1799458.0,1000,0.342516513613662,68
96,803,5570,1503,304,37,178,587,1158.0,86.0,32.0,668,603,4,4350,1475,154,523,1025,116,171.0,0.981,2327565.0,984,0.33945103134643495,135
78,842,5736,1614,319,18,169,528,949.0,101.0,41.0,830,760,8,4366,1488,159,687,1090,110,161.0,0.982,2744018.0,1108,0.34195402298850575,12
98,949,5720,1613,373,25,222,659,1189.0,68.0,30.0,768,674,4,4354,1430,159,447,1132,118,129.0,0.981,2837294.0,993,0.3561686784762502,181
83,865,5534,1481,284,19,242,499,1030.0,78.0,51.0,831,782,8,4297,1505,224,527,1013,100,167.0,0.9840000000000001,1930537.0,936,0.32819492789656884,34
89,789,5628,1508,308,29,235,489,1080.0,66.0,28.0,665,621,3,4396,1363,169,545,1346,86,126.0,0.986,3170154.0,936,0.32646722249468696,124
76,750,5518,1380,287,28,194,599,1335.0,77.0,25.0,907,832,5,4331,1595,236,572,992,113,123.0,0.981,2287250.0,871,0.3235246035638385,-157
80,858,5676,1565,345,29,184,606,1009.0,94.0,55.0,857,784,8,4400,1553,201,579,1115,106,152.0,0.983,1814401.0,1007,0.34559057624960204,1
72,827,5623,1531,284,54,201,518,1144.0,86.0,50.0,844,788,7,4319,1542,190,530,995,144,160.0,0.977,1917004.0,992,0.3336590131900342,-17
92,803,5468,1458,294,36,187,590,999.0,89.0,30.0,698,650,2,4329,1416,174,525,1282,101,136.0,0.983,3087872.0,941,0.3380653681082866,105
58,720,5538,1432,261,29,150,461,1057.0,67.0,48.0,905,813,6,4261,1638,208,518,887,131,169.0,0.978,1661478.0,992,0.31555259209868314,-185
93,761,5542,1450,226,30,203,536,1092.0,102.0,41.0,684,647,2,4360,1386,178,521,1066,73,145.0,0.988,3488283.0,991,0.32675222112537017,77
92,780,5623,1494,310,24,191,513,982.0,116.0,46.0,715,661,4,4428,1523,167,431,1123,101,158.0,0.9840000000000001,1911490.0,969,0.32708604954367665,65
101,897,5527,1483,281,20,242,670,982.0,84.0,33.0,808,752,1,4331,1532,182,445,1058,99,148.0,0.9840000000000001,3775292.0,940,0.3474261739551396,89
71,684,5532,1376,289,20,185,512,1159.0,107.0,23.0,731,658,2,4347,1452,156,592,977,137,144.0,0.978,2318951.0,882,0.3123759099933819,-47
91,793,5728,1545,336,15,189,608,1061.0,47.0,22.0,742,682,10,4414,1466,164,544,1034,91,172.0,0.986,2201516.0,1005,0.33980429292929293,51
86,840,5643,1505,303,23,215,645,1133.0,100.0,27.0,781,724,4,4388,1488,214,502,1070,81,142.0,0.987,3250092.0,964,0.3419211195928753,59
72,680,5483,1428,267,39,142,415,1066.0,63.0,40.0,744,680,3,4284,1451,149,576,1079,103,189.0,0.983,1580031.0,980,0.3124788063750424,-64
87,768,5573,1521,304,32,139,566,910.0,52.0,25.0,705,645,3,4323,1460,184,422,1079,108,146.0,0.982,3016752.0,1046,0.33995764782537874,63
63,698,5722,1544,276,20,136,492,1058.0,110.0,42.0,823,772,7,4378,1498,212,575,1036,103,140.0,0.983,2940731.0,1112,0.3276472481493402,-125
91,850,5546,1500,314,33,183,705,874.0,43.0,23.0,770,695,8,4371,1481,161,548,1020,101,153.0,0.9840000000000001,3256854.0,970,0.3527435610302352,80
105,855,5555,1544,319,24,214,548,1085.0,111.0,47.0,659,605,4,4361,1378,169,440,1041,97,154.0,0.985,3048427.0,987,0.3427822382434868,196
89,860,5615,1492,323,34,227,500,1099.0,69.0,36.0,794,724,5,4319,1536,182,547,979,117,152.0,0.981,2513685.0,908,0.3257563368765331,66
67,719,5531,1438,290,34,145,513,1083.0,58.0,31.0,823,775,6,4263,1505,181,608,956,91,150.0,0.985,1900041.0,969,0.3227994705493051,-104
90,769,5486,1453,308,37,184,534,1084.0,92.0,32.0,674,639,8,4331,1487,145,520,929,86,170.0,0.986,2521167.0,924,0.33006644518272427,95
74,729,5551,1492,296,27,189,447,902.0,83.0,37.0,800,724,2,4283,1458,180,580,1052,107,154.0,0.982,2624740.0,980,0.3232744248082694,-71
95,910,5626,1579,339,21,199,653,1044.0,45.0,12.0,805,752,6,4287,1550,164,440,959,109,135.0,0.982,2847888.0,1020,0.35547061634018157,105
99,741,5529,1450,253,23,200,435,1002.0,137.0,67.0,645,592,9,4427,1392,167,459,1040,94,166.0,0.985,2342833.0,974,0.3160630449362844,96
79,703,5584,1506,323,23,194,419,920.0,65.0,39.0,714,671,8,4320,1357,186,576,1256,101,136.0,0.983,3099992.0,966,0.3206729968349159,-11
73,820,5565,1453,335,15,222,611,1303.0,72.0,23.0,889,820,2,4299,1657,219,492,955,104,133.0,0.983,1943067.0,881,0.33419689119170987,-69
93,790,5609,1522,337,30,207,503,1093.0,62.0,36.0,642,582,6,4358,1363,157,413,1050,106,156.0,0.983,2013763.0,948,0.331315445026178,148
71,723,5602,1521,283,45,168,384,1038.0,66.0,28.0,787,719,7,4307,1504,193,461,907,110,171.0,0.982,2024431.0,1025,0.3182425659873037,-64
89,693,5462,1400,281,32,161,481,1037.0,115.0,44.0,609,563,6,4329,1336,155,440,1164,89,146.0,0.985,2804760.0,926,0.3165068147400303,84
56,701,5503,1445,289,34,126,424,1008.0,53.0,33.0,935,862,4,4240,1640,178,580,924,125,163.0,0.9790000000000001,1371181.0,996,0.3153365952421124,-234
71,685,5433,1374,284,21,149,541,1094.0,58.0,35.0,755,695,6,4282,1434,182,471,1004,106,141.0,0.983,3603646.0,920,0.32055574154670236,-70
83,688,5564,1441,269,32,134,485,978.0,102.0,44.0,662,604,9,4393,1458,169,348,965,102,171.0,0.9840000000000001,2034243.0,1006,0.31839973549347,26
95,886,5624,1552,259,16,229,637,989.0,84.0,27.0,789,718,8,4292,1495,164,463,985,95,151.0,0.9840000000000001,4090696.0,1048,0.34962466059734865,97
83,722,5505,1421,279,32,175,486,1075.0,153.0,40.0,648,599,8,4307,1390,135,491,1012,106,146.0,0.983,2829929.0,935,0.3183107995326323,74
88,772,5627,1476,310,20,155,537,819.0,31.0,22.0,658,594,9,4351,1315,154,504,1075,88,166.0,0.986,2109118.0,991,0.3265736534717716,114
88,807,5542,1494,282,35,167,639,1083.0,116.0,27.0,726,672,4,4305,1379,189,487,1159,90,132.0,0.985,2665304.0,1010,0.34508979129590683,81
67,680,5573,1445,292,38,139,471,1092.0,73.0,30.0,769,706,4,4308,1456,162,612,958,117,193.0,0.981,1817245.0,976,0.3170086035737922,-89
82,684,5502,1416,269,39,130,600,977.0,99.0,44.0,726,668,4,4366,1452,146,503,1133,109,136.0,0.982,2869787.0,978,0.3303834808259587,-42
69,699,5507,1408,289,34,130,466,986.0,102.0,47.0,751,712,6,4283,1483,179,496,892,86,144.0,0.986,2725459.0,955,0.3137451866733635,-52
75,649,5462,1427,299,26,128,431,901.0,71.0,35.0,745,695,4,4333,1456,151,592,972,90,146.0,0.985,3181023.0,974,0.31528932631936196,-96
100,805,5538,1494,287,26,170,534,947.0,83.0,36.0,634,560,15,4337,1399,153,443,974,100,196.0,0.9840000000000001,3538988.0,1011,0.3339920948616601,171
79,865,5716,1528,311,29,260,495,1112.0,67.0,15.0,858,794,2,4320,1589,159,522,932,108,149.0,0.982,2525221.0,928,0.32571244566092417,7
80,775,5581,1480,307,39,136,486,955.0,72.0,35.0,705,653,9,4341,1475,185,444,958,95,154.0,0.985,2014995.0,998,0.32404812922366905,70
79,849,5583,1510,312,26,222,526,1169.0,52.0,35.0,805,736,6,4324,1529,183,572,1049,99,146.0,0.9840000000000001,2550524.0,950,0.33327876902930104,44
70,768,5610,1556,288,20,164,474,878.0,121.0,32.0,899,843,5,4257,1579,216,613,1016,102,156.0,0.983,2153139.0,1084,0.3336620644312952,-131
86,820,5619,1510,327,16,192,672,1056.0,51.0,23.0,825,773,3,4324,1570,181,509,1070,66,174.0,0.9890000000000001,2930588.0,975,0.34684469877602925,-5
90,868,5657,1586,291,20,236,502,1056.0,93.0,48.0,794,743,5,4347,1534,200,433,1012,90,145.0,0.985,2957414.0,1039,0.33901607403799316,74
66,716,5587,1496,271,46,166,395,928.0,121.0,49.0,834,758,2,4317,1396,210,687,1250,106,122.0,0.982,3123215.0,1013,0.316115011701772,-118
80,749,5515,1419,291,12,217,614,1192.0,124.0,33.0,801,725,9,4337,1576,213,464,1053,128,139.0,0.9790000000000001,2134607.0,899,0.3317017457986621,-52
78,870,5619,1576,351,27,196,556,1204.0,55.0,23.0,782,698,13,4270,1583,166,429,948,118,165.0,0.981,1997995.0,1002,0.3452631578947368,88
95,822,5642,1548,294,40,203,430,1133.0,60.0,40.0,675,618,3,4344,1420,160,489,1003,106,162.0,0.983,2595937.0,1011,0.32575757575757575,147
82,735,5521,1407,275,27,174,585,1076.0,79.0,36.0,719,666,5,4406,1425,182,480,1160,80,164.0,0.987,3022763.0,931,0.3262364886996397,16
62,757,5589,1515,335,37,124,474,1040.0,65.0,34.0,971,896,3,4279,1648,213,637,904,98,189.0,0.9840000000000001,1372638.0,1019,0.3280554181098466,-214
88,820,5628,1552,307,58,153,601,959.0,128.0,49.0,751,686,1,4381,1524,152,492,1068,115,174.0,0.982,3758545.0,1034,0.34564135495264087,69
96,801,5602,1608,275,34,143,490,872.0,101.0,42.0,683,632,1,4318,1490,182,356,1164,84,135.0,0.986,2285018.0,1156,0.34438608010505584,118
97,930,5651,1608,327,21,210,649,1053.0,139.0,35.0,767,708,5,4331,1463,170,496,1019,104,145.0,0.983,4248067.0,1050,0.35825396825396827,163
97,834,5558,1469,323,41,200,547,1071.0,146.0,35.0,731,673,5,4384,1402,180,527,1161,104,131.0,0.983,3379535.0,905,0.3302211302211302,103
93,771,5500,1429,266,22,175,650,976.0,61.0,20.0,727,679,5,4355,1525,162,529,1003,84,173.0,0.986,1976625.0,966,0.3380487804878049,44
85,865,5687,1518,294,41,216,626,1203.0,92.0,25.0,812,747,4,4381,1561,211,512,1138,104,153.0,0.983,2701815.0,967,0.3396166640266118,53
67,691,5558,1462,286,17,141,459,1200.0,68.0,23.0,797,720,2,4305,1545,156,620,1060,104,168.0,0.983,1861549.0,1018,0.31926209074289513,-106
88,731,5576,1465,298,38,161,564,1104.0,123.0,31.0,679,629,4,4391,1385,176,468,1097,92,138.0,0.985,2659757.0,968,0.33045602605863195,52
78,756,5670,1540,266,42,172,404,974.0,106.0,37.0,792,739,6,4340,1500,183,560,1067,88,150.0,0.985,2481165.0,1060,0.3200526835693118,-36
76,746,5472,1418,297,52,163,494,891.0,58.0,25.0,790,735,7,4289,1422,153,584,992,91,132.0,0.985,3130313.0,906,0.3204827355011733,-44
83,781,5522,1484,292,27,184,531,922.0,59.0,32.0,762,721,6,4289,1475,193,504,970,98,170.0,0.9840000000000001,3407104.0,981,0.33289278043945153,19
80,835,5659,1571,357,23,183,505,1061.0,53.0,24.0,784,731,3,4294,1558,162,496,972,98,174.0,0.9840000000000001,2388757.0,1008,0.33679428942245293,51
87,809,5596,1591,348,27,199,514,906.0,65.0,33.0,754,694,6,4285,1447,185,504,1076,99,157.0,0.9840000000000001,2302212.0,1017,0.3445171849427169,55
84,810,5689,1562,328,27,176,534,1149.0,64.0,30.0,733,665,1,4369,1442,172,537,1106,107,141.0,0.983,2745207.0,1031,0.33681504097702075,77
69,756,5631,1529,306,30,142,500,939.0,144.0,42.0,868,827,4,4316,1491,161,696,1087,79,155.0,0.987,2164822.0,1051,0.33094111890393085,-112
96,867,5589,1561,352,35,166,689,1042.0,96.0,24.0,657,618,5,4316,1350,151,482,1149,81,145.0,0.986,2970755.0,1008,0.35839439311882765,210
72,693,5441,1341,249,20,190,532,1149.0,78.0,45.0,839,763,9,4322,1556,174,499,1015,108,168.0,0.982,2684395.0,882,0.31357776661644066,-146
85,752,5643,1530,340,28,151,500,1054.0,86.0,33.0,690,650,2,4340,1340,165,573,1211,94,134.0,0.9840000000000001,3252462.0,1011,0.3304574312225297,62
72,783,5607,1496,293,23,204,536,1113.0,97.0,31.0,853,796,6,4349,1605,198,482,1068,95,155.0,0.9840000000000001,2058593.0,976,0.3307830050463943,-70
96,811,5604,1504,305,27,178,590,1202.0,72.0,41.0,704,658,9,4388,1519,146,410,1047,92,167.0,0.985,2275912.0,994,0.33806909912818855,107
88,887,5757,1652,352,50,177,474,1054.0,103.0,30.0,797,735,1,4342,1498,174,566,1047,99,148.0,0.9840000000000001,3047133.0,1073,0.3411972396084096,90
73,723,5605,1457,293,30,167,547,1043.0,65.0,33.0,813,761,2,4394,1566,206,510,1109,103,128.0,0.983,3020405.0,967,0.3257477243172952,-90
69,706,5534,1447,300,46,102,428,1069.0,78.0,44.0,778,716,2,4312,1547,168,520,993,106,160.0,0.982,1616867.0,999,0.31449178128144917,-72
82,735,5614,1544,276,35,129,511,864.0,137.0,50.0,727,677,4,4350,1443,146,518,1184,114,160.0,0.981,3857036.0,1104,0.3355102040816327,8
79,718,5522,1460,273,36,118,512,839.0,112.0,30.0,725,663,5,4310,1505,185,420,1094,95,151.0,0.9840000000000001,2296383.0,1033,0.3268147166058999,-7
94,968,5717,1656,326,32,201,637,991.0,123.0,40.0,777,724,1,4352,1498,150,578,1009,88,174.0,0.985,4271083.0,1097,0.3608750393452943,191
88,804,5605,1543,294,27,177,549,981.0,200.0,46.0,750,687,2,4357,1415,165,570,1134,101,124.0,0.983,3853955.0,1045,0.33994150146246344,54
76,741,5577,1430,295,16,171,664,1119.0,52.0,20.0,758,689,4,4344,1468,138,530,1036,90,153.0,0.985,1921844.0,948,0.3355231533408108,-17
89,892,5688,1558,326,41,213,641,1205.0,138.0,19.0,821,767,5,4375,1555,198,558,1050,89,162.0,0.986,3108325.0,978,0.3474482540685732,71
68,724,5569,1463,322,31,148,463,1135.0,68.0,30.0,846,793,4,4343,1627,174,518,997,83,190.0,0.986,1749142.0,962,0.3192970822281167,-122
89,741,5612,1408,322,31,171,557,1229.0,55.0,24.0,666,611,1,4454,1406,119,474,1136,92,147.0,0.985,2790074.0,884,0.3185281244934349,75
88,794,5684,1629,284,22,153,389,861.0,81.0,30.0,813,754,6,4303,1578,147,546,1020,90,167.0,0.985,2672223.0,1170,0.33229046599703604,-19
71,683,5538,1407,267,37,131,532,907.0,119.0,33.0,720,677,5,4361,1442,133,593,1057,88,148.0,0.986,3223215.0,972,0.3194398682042834,-37
78,725,5529,1513,279,13,141,506,909.0,56.0,33.0,829,741,2,4307,1514,168,509,945,121,155.0,0.98,3552180.0,1080,0.33454846727423365,-104
75,816,5555,1460,298,36,179,503,1224.0,88.0,25.0,844,755,0,4290,1525,155,668,976,124,179.0,0.98,2353862.0,947,0.3240343347639485,-28
83,753,5536,1434,344,24,165,533,1044.0,57.0,22.0,699,644,11,4346,1383,157,479,1067,102,160.0,0.9840000000000001,2360644.0,901,0.32410611303344866,54
72,753,5604,1514,316,33,130,618,1023.0,58.0,27.0,778,714,2,4322,1439,156,586,1076,107,149.0,0.983,2532834.0,1035,0.34265509482481515,-25
68,782,5559,1486,322,30,172,533,990.0,81.0,37.0,869,810,4,4266,1538,184,687,922,100,163.0,0.983,1950075.0,962,0.3314182534471438,-87
95,845,5596,1565,353,33,173,646,1068.0,120.0,35.0,694,645,5,4339,1369,147,548,1185,85,149.0,0.986,3048250.0,1006,0.3542133931432233,151
89,811,5553,1458,296,13,235,540,1016.0,67.0,34.0,729,658,4,4373,1471,156,460,1147,108,155.0,0.983,2500648.0,914,0.32791728212703103,82
97,855,5588,1552,329,21,184,636,1186.0,87.0,34.0,671,624,2,4352,1329,160,548,1264,99,118.0,0.983,3300200.0,1018,0.35154241645244216,184
74,704,5465,1351,269,24,187,560,1125.0,85.0,47.0,800,729,2,4327,1542,201,557,1227,114,156.0,0.981,2058632.0,871,0.3171784232365145,-96
81,805,5543,1455,339,22,171,560,1213.0,77.0,29.0,761,711,10,4311,1530,170,444,986,94,182.0,0.985,2169760.0,923,0.33016549238079634,44
74,821,5641,1529,293,41,200,572,1076.0,63.0,31.0,857,786,1,4335,1541,172,644,991,113,172.0,0.981,3202645.0,995,0.33816191855786254,-36
86,712,5451,1432,284,22,167,449,1051.0,114.0,52.0,743,691,4,4276,1453,197,492,1095,67,142.0,0.9890000000000001,2779487.0,959,0.3188135593220339,-31
75,691,5608,1507,303,28,120,392,1005.0,79.0,38.0,781,720,2,4337,1473,159,515,1085,96,159.0,0.9840000000000001,1578922.0,1056,0.3165,-90
84,700,5506,1455,271,29,137,543,1032.0,126.0,43.0,648,591,5,4342,1381,123,480,1205,101,138.0,0.9840000000000001,3730553.0,1018,0.3303025293436932,52
88,829,5641,1572,298,49,111,529,979.0,102.0,42.0,745,675,5,4377,1568,183,406,995,108,168.0,0.982,2302431.0,1114,0.3405186385737439,84
89,789,5572,1512,289,20,180,535,1015.0,118.0,39.0,727,685,1,4325,1478,143,489,1141,83,141.0,0.986,4298655.0,1023,0.3351891272310463,62
89,799,5606,1491,274,38,172,619,1024.0,138.0,36.0,715,662,5,4393,1415,163,590,1181,83,126.0,0.986,4042045.0,1007,0.3389558232931727,84
75,646,5451,1318,270,23,125,574,1226.0,88.0,21.0,690,640,4,4305,1364,135,576,1061,98,169.0,0.9840000000000001,1665256.0,900,0.3140248962655602,-44
92,799,5509,1407,291,36,214,586,1117.0,136.0,25.0,680,625,4,4349,1444,160,533,1081,90,142.0,0.985,3422583.0,866,0.3269893355209188,119
67,735,5628,1454,314,21,153,474,1039.0,57.0,19.0,884,822,3,4365,1631,176,657,963,107,179.0,0.983,1609076.0,966,0.31596197967879386,-149
63,637,5568,1390,264,27,154,518,1259.0,36.0,17.0,764,714,3,4375,1466,165,561,1100,85,149.0,0.986,2427535.0,945,0.31350640814985214,-127
61,671,5643,1498,285,20,124,417,890.0,90.0,32.0,811,754,4,4306,1544,161,626,1016,99,160.0,0.9840000000000001,2329702.0,1069,0.31600660066006603,-140
72,640,5543,1452,311,37,94,452,1044.0,108.0,46.0,759,701,4,4326,1416,147,652,1240,96,129.0,0.983,2863837.0,1010,0.3175979983319433,-119
86,779,5636,1585,283,26,174,577,985.0,73.0,32.0,725,677,2,4362,1517,163,496,957,85,156.0,0.986,3432917.0,1102,0.3479800418477386,54
79,901,5728,1619,376,35,194,595,1207.0,81.0,25.0,967,860,6,4326,1647,176,625,963,132,191.0,0.978,1945677.0,1014,0.35015024513680215,-66
86,714,5503,1453,303,32,126,521,938.0,80.0,27.0,610,561,15,4340,1330,134,467,1184,84,137.0,0.986,2399786.0,992,0.32768924302788843,104
86,735,5539,1459,300,20,149,602,1064.0,58.0,26.0,641,581,3,4388,1399,119,530,1232,96,159.0,0.985,2373631.0,990,0.3356130923302394,94
64,741,5618,1508,307,19,160,517,1013.0,76.0,37.0,876,817,2,4287,1633,218,546,933,90,151.0,0.985,1907163.0,1022,0.33007334963325186,-135
95,872,5543,1495,335,25,212,659,1120.0,126.0,39.0,736,695,8,4310,1494,167,530,1230,82,121.0,0.986,3062699.0,923,0.3473073202192841,136
79,724,5463,1410,246,20,184,534,1022.0,113.0,49.0,732,663,4,4319,1438,169,507,1119,113,158.0,0.981,2284163.0,960,0.32416208104052024,-8
83,707,5486,1398,293,29,161,592,1185.0,56.0,34.0,672,616,3,4336,1329,160,586,1272,105,144.0,0.983,3168859.0,915,0.3274103323461665,35
78,673,5462,1349,280,25,158,531,1129.0,96.0,40.0,723,677,6,4375,1420,188,577,1069,89,161.0,0.985,1747919.0,886,0.31369931586851324,-50
65,773,5568,1468,314,28,161,582,1211.0,84.0,31.0,865,806,5,4302,1570,183,598,986,97,170.0,0.9840000000000001,1766242.0,965,0.3333333333333333,-92
86,743,5540,1443,245,35,183,540,1114.0,72.0,33.0,745,690,4,4341,1449,182,594,1102,88,164.0,0.985,2567165.0,980,0.3261513157894737,-2
74,643,5436,1415,270,32,142,448,990.0,113.0,44.0,770,722,5,4290,1521,176,546,1144,78,161.0,0.987,2521076.0,971,0.31662134602311354,-127
65,686,5532,1432,276,51,144,457,1091.0,88.0,29.0,842,765,10,4278,1486,166,600,1153,117,159.0,0.98,1797891.0,961,0.31541158791117047,-156
95,780,5592,1511,278,39,145,607,1068.0,116.0,48.0,611,558,1,4420,1265,127,584,1272,83,134.0,0.986,3761655.0,1049,0.3416680109695112,169
87,817,5608,1539,271,40,172,585,1021.0,85.0,32.0,765,726,4,4359,1542,185,466,1052,76,135.0,0.987,2416237.0,1056,0.34296786694655257,52
103,915,5660,1604,325,21,244,663,1014.0,111.0,28.0,753,687,3,4350,1386,181,574,1260,86,131.0,0.985,3719358.0,1014,0.3585323422426064,162
70,671,5453,1472,295,49,95,526,928.0,122.0,44.0,757,705,3,4278,1452,158,616,1031,97,134.0,0.9840000000000001,3168571.0,1033,0.33416959357752135,-86
75,759,5584,1464,307,21,135,527,1046.0,133.0,48.0,761,685,2,4342,1486,156,523,1124,105,155.0,0.983,1408783.0,1001,0.3258059237440681,-2
93,820,5578,1439,312,35,224,589,1155.0,119.0,28.0,709,673,8,4367,1479,189,489,1153,76,132.0,0.987,3600693.0,868,0.3288470893465218,111
62,636,5417,1364,289,34,125,499,1142.0,90.0,32.0,768,723,5,4255,1491,152,563,919,73,171.0,0.988,1577853.0,916,0.31490872210953347,-132
75,638,5425,1315,265,31,141,586,1182.0,82.0,29.0,769,704,2,4352,1422,167,603,1187,94,146.0,0.9840000000000001,1919603.0,878,0.31625353518549326,-131
85,640,5543,1430,280,19,160,421,1093.0,89.0,33.0,692,625,4,4358,1359,172,534,1043,105,150.0,0.982,2195533.0,971,0.3103621730382294,-52
88,657,5493,1411,275,43,122,392,1158.0,78.0,28.0,611,571,11,4338,1268,140,584,1302,88,138.0,0.985,2862110.0,971,0.30637213254035683,46
91,730,5465,1436,294,29,160,528,1041.0,75.0,31.0,640,586,8,4322,1407,123,460,1049,96,167.0,0.985,3343252.0,953,0.3277156682796596,90
87,784,5526,1436,296,27,224,472,1253.0,149.0,36.0,740,698,8,4304,1432,171,531,1016,106,168.0,0.982,2156016.0,889,0.31810603534511506,44
